,description,id,rating,title,category
10654,"Fun cooperative game, where one player is different than everyone else. The hilarity and frustration the ghost encounters can't be beat.
The end-game is kind of clunky and anti-climatic.",nHJNyAWsoo,3,Fun cooper...,deduction
10671,"Does what Dixit did, but with tension and a feel of a game behind it.  One of a small number of games that gets my wives interest when brought up as an option to play.",nHJNyAWsoo,4,Does what ...,deduction
10685,"Beautiful game, art is nice.  Setup takes too long.",nHJNyAWsoo,3,Beautiful ...,deduction
10689,"FULLY SLEEVED

120 x Swan PanAsia Dixit: Standard (SWN-045, 170/pack) - (80 x 122mm)

84 x KMC Perfect Size (100/pack) - (64 x 89mm)

18 x Swan PanAsia Mini Euro: Standard (SWN-006, 160/pack) - (45 x 70mm)",nHJNyAWsoo,4,FULLY SLEE...,deduction
10691,"After a few plays, my wife and I both really enjoy this game.  This is a great co-op game for larger groups and it never over-stays its welcome in terms of play time (typically less than an hour).  The art work is great!  Whether you chose to play as the ghost or one of the psychics, the task ahead is fun, with just the right amount of challenge for hobby and non-hobby gamers.",nHJNyAWsoo,3,After a fe...,deduction
10694,"http://meeplelikeus.co.uk/mysterium-2015/

http://meeplelikeus.co.uk/mysterium-2015-accessibility-teardown/",nHJNyAWsoo,3,http://mee...,deduction
10698,Interesting concept but it did not really seem all that special.,nHJNyAWsoo,3,Interestin...,deduction
10702,"2-7 players (best 5-6)
42 minutes",nHJNyAWsoo,4,2-7 player...,deduction
10703,"While a very pretty game, too much is set atop the shaky foundation of giving multifaceted pictures to players so they can divine the identity of another card.  It's just not fun or particularly interesting.",nHJNyAWsoo,1,While a ve...,deduction
10709,"2-7, 42m",nHJNyAWsoo,4,"2-7, 42m",deduction
10710,"W/ Promo: Card Pack (2015), Brettspeil 2016 Vision Card

One of the few games that has always resonated with the group.  It's another good game that can scale up accordingly and reading the Ghost's mind makes it such a good challenge. Beautiful game!",nHJNyAWsoo,3,W/ Promo: ...,deduction
10715,I like this game way more than I thought I would.,nHJNyAWsoo,3,I like thi...,deduction
10726,"A Dixit killing machine. This takes one of my family's favorite party games (the aforementioned Dixit) and transforms it into an actual game. With essentially two games in one box (Ghost & Psychic) that feel surprisingly different, and varying difficulties, this is a great addition to any collection. Watching the psychics completely misconstrue your message is delightfully frustrating, and adapting to their train of thought is challenging and satisfying. The opposites are true when playing as a psychic. Its got more game than Dixit, and is more ambiguous than Codenames, making it a must own for the friendly cooperative gamer.",nHJNyAWsoo,3,A Dixit ki...,deduction
10728,Easy to learn and has worked great with so many different groups. ,nHJNyAWsoo,4,Easy to le...,deduction
10729,"I really like the artwork in this one compared to its Polish/Ukrainian counterpart. Though a lot of people want to play this with Dixit cards, I don't think it'll work out to well. Playing Dixit with THESE cards though... that's a game I would play! It's like a 2-in-1!",nHJNyAWsoo,3,I really l...,deduction
10735,A good deduction game where one player has to hand hints to the other players in the form of cards with abstract paintings on them. The only pitfall is I wish that deck of cards would have been much bigger as after a few playthroughs you've seen them all and you'll start to subconsciously associate them with things that the ghost player may not have meant.,nHJNyAWsoo,4,A good ded...,deduction
10736,"(10/16) 7.

(9/17) Rise to 8. A great game.  A more involved Dixit. Beautiful cards and components. Absolutely fantastic gateway game to introduce at a party.",nHJNyAWsoo,4,(10/16) 7....,deduction
10737,Wow. Just wow. Amazing game. Only thing I have against it is a messy rule book and the fact that if you play a lot you will learn exactly what the spirit player thinks :),nHJNyAWsoo,3,Wow. Just ...,deduction
11858,"I love this game. I enjoy anything that creates interesting and unpredictable interactions between people. Each character having their own objective is a great way to spread distrust. Lots of variable player  powers and hidden hands prevents quarter-backing and we always play that with the crossroads cards you don't describe exactly what will happen mechanically, just the narrative always makes it more tense. Love being the traitor but also really enjoy being a regular person as the game gives you plenty of choose even then.",y56td93iXw,5,One of my favs,deduction
11868,"Wonderful game with a pain-in-the-ass setup, but well worth if you have an invested group of gamers. Thematically on key, visually appealing, and great quality of components. Not my favorite, but a gem in its own right.",y56td93iXw,3,Wonderful ...,deduction
11871,In love with this game. Will never turn down an opportunity to play it!,y56td93iXw,4,In love wi...,deduction
11874,"A zombie-themed BSG of sorts. Borrows some mechanics from various games. In addition to BSG, it also shares ideas from Mall of Horror (locations with characters attract zombies), Castles of Burgundy (roll dice, then choose action based on die results), and Robinson Crusoe (events, crises, food/item requirements). Would be much less interesting without a betrayer, IMO.My only criticisms are that 1) the voting mechanic doesn't work well. There should be 2 tiles (one ""Y"" and one ""N"") for each player to use rather than the simultaneous thumbs up, thumbs down.2) The players can either make or break the game. Like most ""experience"" games, the mood of others at the table can affect the gaming experience in both positive and negative ways.",y56td93iXw,2,A zombie-t...,deduction
11875,"I only thought this game was okay.  Maybe it would be better if I were in a different mood, but when I played this, I thought it took entirely too long and wasn't really fun.  I thought there was no reason I should work with the group because if I did, I would not be able to complete the goals why would I want to help my group, therefore, everyone in the game basically became a traitor to the group because they wouldn't work with anyone.",y56td93iXw,2,I only tho...,deduction
11878,"Have played this four times so far and introduced it to a new group of people each time, everyone has loved it! The mechanics are great and the threat can really mount up quickly if your not careful.An amazing game",y56td93iXw,5,Have playe...,deduction
11881,"Fun game, would like to play again. May become part of my collection.",y56td93iXw,4,"Fun game, ...",deduction
11885,"Co-op, Walking Dead themed. Very mediocre. Either too hard or too easy. Supposed to have a hidden traitor mechanic but never play with it.",y56td93iXw,2,"Co-op, Wal...",deduction
11887,2-5,y56td93iXw,4,2-5,deduction
11888,"Lots of player interaction and I personally like the chance of their being a betrayer in the game. Gameplay is easy and the theme works for me--I get immersed. The game is tense as you roll the die when you wander out into the cold or reveal what cards have been given to beat the crisis. My main wish, is that more of the crossroad cards activated. I feel like we have to skip at least 50%+ because the right character is NOT in play.",y56td93iXw,3,Lots of pl...,deduction
11894,Love the theme!  Takes a little bit to teach all the players all the different rules but it's worth it!,y56td93iXw,4,Love the t...,deduction
11903,Best zombie game I have played.,y56td93iXw,4,Best zombi...,deduction
11905,"The production quality is amazing and I love the premise of this game with a possible traitor. Plus, it seems to work great with only 3 players and there's even a 2 player variant. However, the games that end up with no traitor feel disappointing. There is no wow factor and the rest of the game feels too mechanical and too long. It's too dependent on luck. All you're doing is rolling dice and drawing cards from the top.",y56td93iXw,3,The produc...,deduction
11913,"Thematically one of the best games I've played. The swings that can happen in the game, from finding the wrong card at the wrong time, to triggering a Crossroads card that throws a major wrench in the works, really ramp up the tension. This is seriously one of the most immersive games out there. The artwork is superb, the components are great quality (especially for cardboard chits), and it looks impressively intimidating on the table. Yet, it's a blast. A ""Medium"" game can last about 2.5 hours or more, so I wonder how long a ""Long"" game would go.

One of the best purchases I've made, and one of the few games I've given a 10-star rating to.",y56td93iXw,5,Thematical...,deduction
11914,"Bland, dull, over-hyped, and really felt like a zombie theme pasted over a collection of mechanics (and it didn't work well). Frostbite, cardboard punchout zombies in an era of great plastic minis, taking out the trash, character dice of death, and far too many of the famous ""crossroads"" cards that you could simply ignore... IF they even came in play... added up to ""blech"".",y56td93iXw,2,"Bland, dul...",deduction
